1000,200100,1000
1001,200100,1100
1002,200100,1200
1003,200100,1300
1004,200100,1400
1005,200100,1500
1006,200100,1600
1007,200100,1700
1008,200100,1800
1009,200100,1900
10010,200100,2000
10011,200100,2100
10012,200100,2200
10013,200100,2300
10014,200100,2400
10015,200100,2500
10016,200100,2600
10017,200100,2700
10018,200100,2800
10019,200100,2900
10020,200100,3000
10021,200100,3100
10022,200100,3200
10023,200100,3300
10024,200100,3400
10025,200100,3500
10026,200100,3600
10027,200100,3700
10028,200100,3800
10029,200100,3900
10030,200100,4000
10031,200100,4100
10032,200100,4200
10033,200100,4300
10034,200100,4400
10035,200100,4500
10036,200100,4600
10037,200100,4700
10038,200100,4800
10039,200100,4900
10040,200100,5000
10041,200100,5100
10042,200100,5200
10043,200100,5300
10044,200100,5400
10045,200100,5500
10046,200100,5600
10047,200100,5700
10048,200100,5800
10049,200100,5900
10050,200100,6000
10051,200100,6100
10052,200100,6200
10053,200100,6300
10054,200100,6400
10055,200100,6500
10056,200100,6600
10057,200100,6700
10058,200100,6800
10059,200100,6900
10060,200100,7000
10061,200100,7100
10062,200100,7200
10063,200100,7300
10064,200100,7400
10065,200100,7500
10066,200100,7600
10067,200100,7700
10068,200100,7800
10069,200100,7900
10070,200100,8000
10071,200100,8100
10072,200100,8200
10073,200100,8300
10074,200100,8400
10075,200100,8500
10076,200100,8600
10077,200100,8700
10078,200100,8800
10079,200100,8900
10080,200100,9000
10081,200100,9100
10082,200100,9200
10083,200100,9300
10084,200100,9400
10085,200100,9500
10086,200100,9600
10087,200100,9700
10088,200100,9800
10089,200100,9900
10090,200100,10000
10091,200100,10100
10092,200100,10200
10093,200100,10300
10094,200100,10400
10095,200100,10500
10096,200100,10600
10097,200100,10700
10098,200100,10800
10099,200100,10900
